JK,chi1,phi,lambda,mu,nc,nf,cf,free_energy_density,constraint_residual,bond_residual,hybrid_residual,density_residual,success
7.0,0.021488098200707323,2.921802761382422,1.5376259673982986,-2.9239396067583545,0.7500000000000112,0.9999999999999755,-0.8348007889664086,-0.9760613459971181,-2.453592884421596e-14,-6.151329445813758e-15,-8.43769498715119e-15,1.1213252548714081e-14,True
6.934343434343434,0.02062976318708508,2.892365719259877,1.5154189422069904,-2.893915711173766,0.7499999999999856,1.0000000000000149,-0.8342147303910379,-0.9757355477223097,1.4876988529977098e-14,6.071532165918825e-16,4.085620730620576e-14,-1.4432899320127035e-14,True
6.8686868686868685,0.01975653481717101,2.8629109398024797,1.4932567208927647,-2.8639405724774396,0.7500000000000014,1.0000000000000007,-0.8336123030601363,-0.975405284219401,6.661338147750939e-16,-4.718447854656915e-16,-8.881784197001252e-15,1.4432899320127035e-15,True
6.803030303030303,0.018868043581573436,2.833437979982829,1.4711405219880886,-2.8340154193862195,0.7499999999999944,1.00000000000002,-0.8329929028011912,-0.9750704907019165,1.9984014443252818e-14,-6.245004513516506e-16,-1.0658141036401503e-14,-5.551115123125783e-15,True
6.737373737373737,0.01796390848038094,2.8039463831400386,1.4490716069935865,-2.8041415201259903,0.7500000000000036,1.0000000000000044,-0.8323558978436731,-0.974731102729512,4.440892098500626e-15,-2.060851489460447e-15,-1.1546319456101628e-14,3.552713678800501e-15,True
6.671717171717171,0.017043736613173162,2.7744356785195112,1.4270512822075865,-2.774320183927708,0.7499999999999992,0.9999999999999972,-0.831700627323039,-0.9743870563716501,-2.7755575615628914e-15,-8.187894806610529e-16,-1.9984014443252818e-14,-7.771561172376096e-16,True
6.606060606060606,0.01610712275347019,2.7449053807985413,1.4050809006455085,-2.744552762583621,0.7499999999999906,1.000000000000021,-0.831026399691307,-0.9740382883907395,2.1094237467877974e-14,-6.453171330633722e-16,-1.8207657603852567e-14,-9.43689570931383e-15,True
6.540404040404041,0.015153648907218202,2.7153549895978597,1.3831618640535244,-2.7148406520688226,0.7499999999999943,1.0000000000000036,-0.8303324910276163,-0.9736847364445471,3.552713678800501e-15,-8.083811398051921e-16,-2.708944180085382e-14,-5.662137425588298e-15,True
6.474747474747475,0.014182883854591558,2.6857839889792503,1.3612956250216903,-2.685185294230284,0.7499999999999909,1.0000000000000102,-0.8296181432416412,-0.9733263393102003,1.021405182655144e-14,8.135853102331225e-16,-2.220446049250313e-15,-9.103828801926284e-15,True
6.409090909090909,0.0131943826745717,2.656191846928726,1.3394836892019764,-2.655588178544655,0.7500000000000094,0.9999999999999941,-0.8288825621621521,-0.9729630371329243,-5.88418203051333e-15,5.533767888366015e-16,1.1546319456101628e-14,9.43689570931383e-15,True
6.343434343434343,0.012187686251630738,2.6265780148265994,1.31772761763718,-2.6260508439503836,0.7500000000000016,1.0000000000000033,-0.8281249155026454,-0.9725947716997907,3.3306690738754696e-15,-1.8735013540549517e-16,2.708944180085382e-14,1.5543122344752192e-15,True
6.277777777777778,0.011162320763824635,2.596941926903305,1.2960290292064587,-2.5965748807537903,0.750000000000007,1.0000000000000058,-0.8273443306948641,-0.9722214867434043,5.773159728050814e-15,-1.1102230246251565e-16,-1.865174681370263e-14,6.994405055138486e-15,True
6.212121212121212,0.01011779715170142,2.567282999682533,1.2743896031942394,-2.5671619326153663,0.7500000000000052,1.0000000000000069,-0.8265398925807218,-0.9718431282758213,6.8833827526759706e-15,6.227657278756737e-16,-1.199040866595169e-14,5.218048215738236e-15,True
6.146464646464646,0.009053610567056359,2.537600631410982,1.2528110819887865,-2.5378136986163686,0.7500000000000048,0.9999999999999981,-0.8257106409521198,-0.9714596449579334,-1.887379141862766e-15,7.077671781985373e-16,4.8405723873656825e-14,4.773959005888173e-15,True
6.08080808080808,0.007969239800994258,2.5078942014765566,1.2312952739185552,-2.5085319354112374,0.7499999999999947,1.0000000000000013,-0.8248555679275026,-0.9710709885057835,1.3322676295501878e-15,-3.3480163086352377e-16,8.43769498715119e-15,-5.329070518200751e-15,True
6.015151515151515,0.006864146690110145,2.4781630698151966,1.2098440562334436,-2.479318459467341,0.7500000000000028,1.000000000000002,-0.8239736151526559,-0.9706771141386876,1.9984014443252818e-15,5.637851296924623e-16,1.199040866595169e-14,2.7755575615628914e-15,True
5.94949494949495,0.0057377755002133105,2.4484065763066263,1.1884593782387007,-2.450175149396734,0.7500000000000017,1.0000000000000075,-0.8230636708127614,-0.9702779810719884,7.549516567451064e-15,6.192962809237201e-16,-2.2648549702353193e-14,1.6653345369377348e-15,True
5.883838383838384,0.004589552286107644,2.418624040161663,1.1671432645913267,-2.421103948381633,0.749999999999998,1.0000000000000102,-0.8221245664412201,-0.9698735530599341,1.021405182655144e-14,1.2420620087993939e-15,-7.105427357601002e-15,-1.9984014443252818e-15,True
5.818181818181818,0.0034188842265870916,2.3888147593014675,1.1458978187673698,-2.3921068666987226,0.7499999999999979,1.0000000000000127,-0.8211550735098672,-0.9694637989920392,1.2656542480726785e-14,1.0239205316953104e-15,3.552713678800501e-14,-2.1094237467877974e-15,True
5.752525252525253,0.0022251589331359887,2.3589780097297326,1.124725226709379,-2.3631859843446374,0.7499999999999919,1.0000000000000215,-0.8201538997831184,-0.9690486935488003,2.1538326677728037e-14,1.4467593789646571e-15,5.773159728050814e-15,-8.104628079763643e-15,True
5.686868686868687,0.0010077437307896954,2.3291130449021313,1.1036277606666376,-2.3343434537667247,0.7499999999999881,1.0000000000000306,-0.8191196854185088,-0.9686282179218224,3.064215547965432e-14,1.8299164267210344e-15,7.993605777301127e-15,-1.1879386363489175e-14,True
5.621212121212121,-0.00023401509061493517,2.2992190950922264,1.0826077832367695,-2.305581502702278,0.7499999999999926,1.000000000000026,-0.8180509987929286,-0.9682023606045975,2.5979218776228663e-14,1.7019805703677449e-15,-1.9984014443252818e-14,-7.438494264988549e-15,True
5.555555555555555,-0.0015007930569493368,2.2692953667583913,1.0616677516224318,-2.276902437130248,0.7500000000000031,1.000000000000014,-0.8169463320330292,-0.967771118260099,1.3988810110276972e-14,7.261986151307909e-15,-2.3092638912203256e-14,3.1086244689504383e-15,True
5.48989898989899,-0.0027932883246195033,2.2393410419141446,1.0408102221155717,-2.2483086443394553,0.749999999999984,1.0000000000000324,-0.8158040962263107,-0.9673344966719248,3.241851231905457e-14,1.2416283279303997e-15,3.9968028886505635e-15,-1.5987211554602254e-14,True
5.424242424242424,-0.0041122225327828495,2.20935527750492,1.0200378548230429,-2.2198025961156405,0.7499999999999848,1.0000000000000289,-0.814622616286742,-0.9668925117875782,2.886579864025407e-14,4.394054564649252e-15,-3.197442310920451e-14,-1.5210055437364645e-14,True
5.358585858585858,-0.005458341696728304,2.1793372047956425,0.999353418648692,-2.1913868520547863,0.749999999999992,1.0000000000000309,-0.8134001254468263,-0.966445190859288,3.086420008457935e-14,4.662069341687669e-15,-2.042810365310288e-14,-7.993605777301127e-15,True
5.292929292929292,-0.006832417147015345,2.149285928772028,0.9787597965480188,-2.1630640630020412,0.7499999999999705,1.000000000000058,-0.8121347593451543,-0.9659925736945157,5.795364188543317e-14,3.752206878537834e-15,3.552713678800501e-15,-2.9531932455029164e-14,True
5.227272727272727,-0.008235246520120618,2.119200527561892,0.9582599910737689,-2.1348369746254257,0.749999999999967,1.0000000000000444,-0.8108245496758643,-0.9655347140215746,4.440892098500626e-14,5.783568068906675e-15,-2.5757174171303632e-14,-3.297362383136715e-14,True
5.161616161616161,-0.009667654807776807,2.0890800518802277,0.9378571302315136,-2.106708431126252,0.7499999999999689,1.000000000000059,-0.8094674173626066,-0.9650716809819817,5.906386491005833e-14,7.426351200656711e-15,-3.4638958368304884e-14,-3.108624468950438e-14,True
5.095959595959596,-0.011130495473868383,2.058923524503616,0.9175544736669483,-2.0786813790920995,0.7499999999999728,1.0000000000000517,-0.808061165216497,-0.9646035607589296,5.1736392947532295e-14,7.651865252533696e-15,-3.375077994860476e-14,-2.7200464103316335e-14,True
5.03030303030303,-0.012624651650423627,2.0287299397805696,0.8973554192093388,-2.0507588714989433,0.7499999999999653,1.0000000000000677,-0.8066034700332563,-0.9641304583514718,6.772360450213455e-14,8.810660534486203e-15,-4.4853010194856324e-14,-3.47499806707674e-14,True
4.9646464646464645,-0.014151037426790166,1.998498263183177,0.8772635097981175,-2.022944071868804,0.749999999999977,1.000000000000066,-0.805091874079903,-0.9636524995049732,6.59472476627343e-14,1.005098781980962e-14,-1.6653345369377348e-14,-2.298161660974074e-14,True
4.898989898989899,-0.015710599250554434,1.9682274309061505,0.8572824408230221,-1.9952402585911133,0.7499999999999738,1.000000000000063,-0.8035237759163549,-0.9631698328077177,6.306066779870889e-14,1.1848161340921592e-14,-7.238654120556021e-14,-2.6201263381153694e-14,True
